mean_requests_per_sec,avg_packet_size,iat_variance,burst_duration
1.1340787117546525,1.0293484648790938,-1.1970060322126226,0.577419729115054
-0.7202812946466487,-0.7437993605039015,0.4865653200525434,-0.5157006726163315
1.157329479814583,0.9585774144467114,-1.197352865284164,0.5827005040026453
-0.7215613307500376,-0.7454955657749283,0.6225013540210359,-0.5157006726163315
-0.7200166646508261,-0.7173356833516976,0.38065627156593357,-0.5157006726163315
-0.7225886303405622,-0.7025873222663302,0.5505949544848342,-0.5157006726163315
1.1646023446435942,0.9950218700722161,-1.1967735898255816,0.6460698026537401
1.1921605357815954,0.9583090881891471,-1.1972621177740794,0.6724736770916963
-0.7229989555026242,-0.6910732508926664,0.5480166536889042,-0.5157006726163315
1.2349850034201766,1.0027649992190497,-1.198224584190493,0.6988775515296525
-0.7193431961783114,-0.6987780477169908,0.573500995883216,-0.5157006726163315
-0.721763519960329,-0.7216336950130279,0.5439292768845752,-0.5157006726163315
-0.7215152435035742,-0.7206562207890463,0.507561859383715,-0.5157006726163315
-0.7209354362093562,-0.6890033054771761,0.42272678635671623,-0.5157006726163315
0.03983106606619771,3.0963478090673164,3.334223002586687,-0.5157006726163315
-0.7206737795842731,-0.7054478718335702,0.5397346645010462,-0.5157006726163315
1.0634661123075426,0.9713708270841159,-1.1965843382803192,0.48764655602600304
1.125846439300337,1.0648825278450083,-1.1961381494736059,0.5932620537778277
-0.722964761739119,-0.7205555984424601,0.6297604888554437,-0.5157006726163315
-0.7218869148460215,-0.7434112457384972,0.4300170038346488,-0.5157006726163315
-0.7226793181481195,-0.6970099693412596,0.7460075223185151,-0.5157006726163315
1.1316990240394091,0.9752040593350231,-1.1976126281405486,0.577419729115054
