timestamp,src_id,request_rate,packet_size,time_gap,label
1770125612.7207947,ATTACKER_1,133.05,1241,0.0128,1
1770125612.7207947,ATTACKER_1,96.49,1342,0.0192,1
1770125612.7207947,ATTACKER_1,181.66,1301,0.0166,1
1770125612.7207947,ATTACKER_1,169.15,1446,0.0188,1
1770125612.7207947,ATTACKER_1,122.08,1442,0.0257,1
1770125612.7207947,ATTACKER_1,119.69,908,0.0026,1
1770125612.7207947,ATTACKER_1,139.94,1189,0.0249,1
1770125612.7207947,ATTACKER_1,83.2,1356,0.0331,1
1770125612.7207947,ATTACKER_1,178.74,1275,0.0298,1
1770125612.7207947,ATTACKER_1,50.83,1469,0.0333,1
1770125612.7207947,ATTACKER_1,135.99,860,0.0239,1
1770125612.7207947,ATTACKER_1,158.36,931,0.016,1
1770125612.7207947,ATTACKER_1,86.82,1449,0.0452,1
1770125612.7207947,ATTACKER_1,140.53,864,0.0235,1
1770125612.7207947,ATTACKER_1,58.57,1141,0.0016,1
1770125612.7207947,ATTACKER_1,175.75,808,0.0474,1
1770125612.7207947,ATTACKER_1,181.53,1458,0.0082,1
1770125612.7207947,ATTACKER_1,184.42,1497,0.0296,1
1770125612.7207947,ATTACKER_1,155.46,982,0.0318,1
1770125612.7207947,ATTACKER_1,130.97,1304,0.0127,1
1770125612.7207947,ATTACKER_1,66.6,1275,0.021,1
1770125612.7207947,ATTACKER_1,187.26,1347,0.0175,1
1770125612.7207947,ATTACKER_1,118.05,1239,0.0204,1
1770125612.7207947,ATTACKER_1,88.53,1295,0.0258,1
1770125612.7207947,ATTACKER_1,67.47,1318,0.0495,1
1770125612.7207947,ATTACKER_1,103.81,1206,0.0056,1
1770125612.7207947,ATTACKER_1,55.15,887,0.0292,1
1770125612.7207947,ATTACKER_1,61.41,1440,0.0209,1
1770125612.7207947,ATTACKER_1,66.19,865,0.0063,1
1770125612.7207947,ATTACKER_1,79.47,1415,0.029,1
1770125612.7207947,ATTACKER_1,100.45,1406,0.0457,1
1770125612.7207947,ATTACKER_1,182.32,1008,0.0455,1
1770125612.7207947,ATTACKER_1,136.76,1044,0.0249,1
1770125612.7207947,ATTACKER_1,68.38,983,0.0339,1
1770125612.7207947,ATTACKER_1,74.46,1450,0.0177,1
1770125612.7207947,ATTACKER_1,65.62,1379,0.0095,1
1770125612.7207947,ATTACKER_1,160.08,1474,0.0492,1
1770125612.7207947,ATTACKER_1,123.27,1267,0.0404,1
1770125612.7207947,ATTACKER_1,132.49,1490,0.0112,1
1770125612.7207947,ATTACKER_1,92.11,907,0.0459,1
1770125612.7207947,ATTACKER_1,128.37,825,0.0212,1
1770125612.7207947,ATTACKER_1,73.55,997,0.0066,1
1770125612.7207947,ATTACKER_1,195.3,1186,0.04,1
1770125612.7207947,ATTACKER_1,90.09,899,0.0468,1
1770125612.7207947,ATTACKER_1,93.82,1277,0.0245,1
1770125612.7207947,ATTACKER_1,67.74,1449,0.045,1
1770125612.7207947,ATTACKER_1,114.04,1412,0.0406,1
1770125612.7207947,ATTACKER_1,69.18,998,0.037,1
1770125612.7207947,ATTACKER_1,61.95,1252,0.0443,1
1770125612.7207947,ATTACKER_1,120.84,1408,0.0309,1
1770125612.7207947,ATTACKER_1,158.03,1212,0.0203,1
1770125612.7207947,ATTACKER_1,77.82,1017,0.0456,1
1770125612.7207947,ATTACKER_1,167.8,909,0.0167,1
1770125612.7207947,ATTACKER_1,90.1,921,0.0319,1
1770125612.7207947,ATTACKER_1,81.5,1115,0.0254,1
1770125612.7207947,ATTACKER_1,193.49,1055,0.0404,1
1770125612.7207947,ATTACKER_1,93.32,940,0.0352,1
1770125612.7207947,ATTACKER_1,61.37,1158,0.0214,1
1770125612.7207947,ATTACKER_1,168.78,1264,0.0149,1
1770125612.7207947,ATTACKER_1,56.64,920,0.0482,1
1770125612.7207947,ATTACKER_1,134.05,1248,0.0443,1
1770125612.7207947,ATTACKER_1,145.65,1210,0.0091,1
1770125612.7207947,ATTACKER_1,82.58,903,0.0431,1
1770125612.7207947,ATTACKER_1,107.56,1378,0.0066,1
1770125612.7207947,ATTACKER_1,129.98,1003,0.0463,1
1770125612.7207947,ATTACKER_1,53.33,1419,0.0339,1
1770125612.7207947,ATTACKER_1,196.69,849,0.0383,1
1770125612.7207947,ATTACKER_1,163.73,1375,0.0367,1
1770125612.7207947,ATTACKER_1,84.12,1223,0.0493,1
1770125612.7207947,ATTACKER_1,72.02,1051,0.0285,1
1770125612.7207947,ATTACKER_1,87.98,1288,0.0316,1
1770125612.7207947,ATTACKER_1,172.85,885,0.0407,1
1770125612.7207947,ATTACKER_1,85.1,1498,0.0015,1
1770125612.7207947,ATTACKER_1,130.46,896,0.0447,1
1770125612.7207947,ATTACKER_1,175.24,1080,0.0277,1
1770125612.7207947,ATTACKER_1,61.78,1109,0.0087,1
1770125612.7207947,ATTACKER_1,124.7,1048,0.0137,1
